520,546
520,546
520,546
520,546
520,546
520,546
520,546
537,548
537,548
537,548
520,546
537,548
537,548
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
518,558
520,546
520,546
520,546
520,546
520,546
520,546
504,544
520,546
507,532
504,544
504,544
520,546
520,546
520,546
520,546
520,546
507,532
507,618
512,717
494,702
505,630
511,594
518,558
501,556
504,544
507,532
523,534
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
537,548
518,558
518,558
534,560
534,560
534,560
537,548
537,548
518,558
587,543
634,551
618,548
634,551
617,560
614,595
571,698
608,751
551,720
481,664
507,618
499,568
501,556
501,556
485,554
488,542
507,532
504,544
504,544
504,544
504,544
520,546
523,534
523,534
520,546
520,546
520,546
537,548
537,548
537,548
537,548
534,560
537,548
534,560
534,560
534,560
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
415,621
334,639
331,651
331,651
331,651
331,651
331,651
331,651
331,651
331,651
327,663
327,663
327,663
327,663
331,651
327,663
327,663
331,651
331,651
349,652
349,652
353,640
349,652
331,651
442,586
501,556
504,544
504,544
518,558
518,558
501,556
501,556
501,556
520,546
504,544
504,544
520,546
537,548
537,548
520,546
539,537
539,537
537,548
537,548
520,546
520,546
520,546
520,546
520,546
537,548
537,548
520,546
537,548
537,548
537,548
537,548
537,548
539,537
537,548
520,546
520,546
520,546
520,546
520,546
520,546
537,548
537,548
537,548
537,548
537,548
537,548
537,548
518,558
534,560
539,646
496,690
521,644
530,584
518,558
537,548
537,548
537,548
537,548
537,548
534,560
518,558
518,558
518,558
518,558
518,558
534,560
518,558
534,560
553,551
537,548
551,562
553,551
553,551
553,551
553,551
553,551
537,548
537,548
537,548
537,548
537,548
537,548
537,548
520,546
520,546
537,548
537,548
537,548
518,558
537,548
537,548
537,548
537,548
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
518,558
520,546
520,546
528,596
542,622
537,548
537,548
526,608
549,745
506,790
530,743
516,680
540,634
534,560
539,537
551,562
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
537,548
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
518,558
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
504,544
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
520,546
504,544
504,544
504,544
504,544
520,546
504,544
504,544
504,544
504,544
501,556
511,594
511,594
518,558
523,534
523,534
523,534
523,534
525,523
525,523
523,534
525,523
523,534
523,534
523,534
523,534
523,534
523,534
523,534
523,534
520,546
523,534
539,537
539,537
555,539
555,539
555,539
539,537
539,537
539,537
539,537
539,537
539,537
539,537
539,537
539,537
539,537
539,537
539,537
539,537
539,537
523,534
523,534
523,534
523,534
523,534
523,534
523,534
523,534
523,534
523,534
523,534
539,537
539,537
523,534
520,546
523,534
520,546
537,548
555,539
555,539
555,539
555,539
553,551
537,548
553,551
537,548
553,551
537,548
537,548
537,548
537,548
537,548
537,548
553,551
537,548
553,551
553,551
553,551
537,548
537,548
553,551
553,551
553,551
553,551
537,548
537,548
555,539
555,539
980,782
315,499
515,497
562,503
575,517
573,529
590,520
575,517
577,506
577,506
577,506
